feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,id,label
-335.56219482421875,102.25595092773438,20.257564544677734,28.045059204101562,8.752581596374512,-3.1073126792907715,-4.658336162567139,-0.36872997879981995,-0.00999924261122942,-15.981117248535156,-4.427490234375,-6.007200717926025,-10.790486335754395,0.5155404210090637,0.3483688235282898,0.27693039178848267,0.30582720041275024,0.28159651160240173,0.2573901414871216,0.2634308636188507,0.2663518190383911,0.2715337574481964,0.2746118903160095,0.3253398537635803,0.4536547064781189,20.533903775072307,16.47223039674628,19.32807948746565,18.120219871849027,21.503567477830366,21.86100634889016,19.73798149260169,audio_133,2.0
-476.3095397949219,78.13190460205078,1.5581996440887451,6.431150913238525,3.621239185333252,2.182727336883545,-6.399209022521973,0.9415706992149353,-5.231014728546143,-4.962458610534668,-4.303337574005127,-1.6881544589996338,-5.255123138427734,0.4434749186038971,0.4120485782623291,0.40518102049827576,0.31656742095947266,0.42190083861351013,0.6044275164604187,0.44708508253097534,0.3847463130950928,0.4524012506008148,0.5323337316513062,0.7163352370262146,0.6311414837837219,22.908224936322913,14.584680424457547,16.702884994875873,17.241734344640584,18.272360783003275,18.554351031237335,16.774827715940205,audio_790,2.5
-334.69427490234375,82.54742431640625,13.092242240905762,26.816001892089844,5.769582271575928,13.706966400146484,5.278836727142334,1.5139721632003784,4.779938697814941,4.84609842300415,-0.6877044439315796,5.31709623336792,-0.6662311553955078,0.3338578939437866,0.3610229194164276,0.389425128698349,0.4177350401878357,0.3671250641345978,0.36133629083633423,0.44312164187431335,0.4777339994907379,0.4656108617782593,0.4583873450756073,0.39693862199783325,0.35777536034584045,16.35429709640145,15.527786834446012,17.763551689729386,16.949993820879843,20.04020834718303,22.10841950881127,16.899630402719776,audio_947,2.0
-323.6444091796875,76.39936065673828,38.84913635253906,15.247570991516113,9.098109245300293,-1.0317953824996948,-7.0799784660339355,-14.03498649597168,-12.301321983337402,-16.43303871154785,-8.534765243530273,-5.694238185882568,-6.247767925262451,0.39268213510513306,0.3424574136734009,0.29909658432006836,0.29459062218666077,0.3242757022380829,0.3116796314716339,0.28724485635757446,0.30524641275405884,0.35809120535850525,0.38691446185112,0.4575008451938629,0.4979768693447113,21.303935384726294,15.798546731361956,20.989140221580517,19.531494359082945,22.446788048552083,22.61115600317587,19.297290115583618,audio_288,2.5
-322.81915283203125,68.58736419677734,-5.482028961181641,37.0982551574707,-13.579445838928223,-3.3302161693573,-0.9244995713233948,-19.005857467651367,-2.03080677986145,-9.370469093322754,-7.4814348220825195,2.8282358646392822,-8.316576957702637,0.308803528547287,0.3117378354072571,0.35840904712677,0.48346173763275146,0.5020091533660889,0.41200053691864014,0.34111732244491577,0.31827273964881897,0.3103601634502411,0.28603142499923706,0.2944682538509369,0.3433004319667816,20.69023426707511,17.78660272173756,19.799243232935034,18.29596563221073,19.21799230244066,27.137742221512656,19.450068590040196,audio_1111,2.0
-433.4146728515625,39.99493408203125,13.256041526794434,9.48615550994873,0.4232003390789032,-4.255744934082031,-2.462310314178467,-3.6331324577331543,-5.620807647705078,-4.580568313598633,-5.616147518157959,-4.159482479095459,-3.690248727798462,0.4083748161792755,0.4212600588798523,0.3961162269115448,0.38595497608184814,0.3679931163787842,0.48730525374412537,0.500590443611145,0.44806939363479614,0.5204731822013855,0.538252055644989,0.4701803922653198,0.4196283519268036,19.65267060437564,14.493213402282004,16.78569173046302,16.16447609215918,16.762673431073214,19.827957096366088,17.799161156847685,audio_771,2.5
-403.5920104980469,92.71334075927734,16.138240814208984,8.68643569946289,-13.892969131469727,-1.0299129486083984,3.5360288619995117,-4.198551177978516,-2.7189836502075195,-9.664939880371094,-14.0419282913208,-6.092068195343018,-7.597001075744629,0.4016916751861572,0.33898982405662537,0.3237939178943634,0.29497528076171875,0.3024291694164276,0.29955291748046875,0.29452481865882874,0.3298717737197876,0.3990289568901062,0.4995095133781433,0.5130006074905396,0.4631648659706116,16.097640757696887,18.379713767441583,19.54737094547003,20.882790027424644,18.797088066951563,19.053199025252216,16.31274912574801,audio_1184,2.5
-333.55242919921875,76.43346405029297,20.78426742553711,6.950577735900879,12.506653785705566,4.608920574188232,-1.981837272644043,-12.252943992614746,-8.629507064819336,-4.341538906097412,-7.305089473724365,-6.027408123016357,-7.738379001617432,0.38414716720581055,0.3570873737335205,0.4362819492816925,0.3748459219932556,0.383320689201355,0.4094220697879791,0.5007338523864746,0.5486348867416382,0.6706385612487793,0.5618458390235901,0.4546269476413727,0.43141770362854004,19.212077624443175,14.407007550057733,17.98836033729371,16.3887423567357,17.437963181085873,18.667384453595574,16.931383578396197,audio_918,2.5
-306.6445617675781,120.65512084960938,-6.372949123382568,17.854724884033203,-10.723031044006348,-9.463614463806152,-1.4823883771896362,-4.441434383392334,-2.7048399448394775,-10.364808082580566,-7.810783863067627,-11.845293045043945,-2.8200511932373047,0.38437530398368835,0.2726459801197052,0.2482563704252243,0.26149654388427734,0.286530464887619,0.44877880811691284,0.5014249086380005,0.3976859450340271,0.35142529010772705,0.3775361180305481,0.4629908800125122,0.4664219915866852,18.56405838511703,15.806437339335075,18.218353022020707,17.32439425237595,17.992321985731568,23.23799804965181,19.25343255320358,audio_1030,2.0
-440.08038330078125,26.353851318359375,3.5029678344726562,4.945977687835693,-12.785886764526367,-2.48116397857666,-10.892688751220703,0.9564698934555054,-5.887299537658691,0.06596355140209198,-6.661067008972168,-3.5445942878723145,-4.801791191101074,0.3689974844455719,0.34311553835868835,0.30490642786026,0.2561734616756439,0.2476987987756729,0.2608140707015991,0.26811662316322327,0.2493388056755066,0.2449381947517395,0.3255229890346527,0.41090843081474304,0.42129719257354736,16.465083547989085,16.93454170481682,17.745007888755882,17.92120825896539,17.575370016052545,18.30767890131728,20.084814679155187,audio_1112,2.0
-395.56170654296875,65.097412109375,7.050745964050293,4.038464546203613,-8.83255672454834,-8.522546768188477,-21.388263702392578,-14.585214614868164,-14.882667541503906,-9.649215698242188,-12.92032527923584,-10.400228500366211,-11.300538063049316,0.44480961561203003,0.43624019622802734,0.4344435930252075,0.38333165645599365,0.3945499360561371,0.396327942609787,0.41608935594558716,0.4878602921962738,0.46397051215171814,0.4351341724395752,0.45551151037216187,0.473349004983902,21.461052930392405,14.39588217414207,17.582962302753334,17.09040744172329,17.75612997692493,17.47370313942064,16.767478266228746,audio_873,2.0
-327.73663330078125,34.164817810058594,-20.0715274810791,12.509329795837402,-22.885208129882812,-10.968950271606445,-14.05327320098877,-23.599491119384766,-10.89675235748291,-9.925531387329102,-13.526896476745605,-6.660263538360596,-2.0559208393096924,0.39918720722198486,0.38472506403923035,0.29404568672180176,0.2399904429912567,0.25307697057724,0.2597337067127228,0.24221347272396088,0.2503874897956848,0.2549450397491455,0.2886204123497009,0.36990323662757874,0.4185779392719269,17.255180067508313,19.27839202623094,22.24070843222771,20.611138047715585,21.81238266956761,23.882267448532335,21.202899928230757,audio_539,2.0
-318.0810852050781,103.49899291992188,-33.22860336303711,23.732498168945312,3.5049097537994385,-4.642063140869141,-2.604116201400757,-2.6248581409454346,-6.175189971923828,-9.617671966552734,-10.013823509216309,-1.6383641958236694,2.6391794681549072,0.4088479280471802,0.352206289768219,0.39084458351135254,0.3302137851715088,0.3199467658996582,0.4214661717414856,0.35375306010246277,0.38974714279174805,0.4477371871471405,0.46481406688690186,0.5512513518333435,0.4859725832939148,18.48196768315087,16.63454209574561,18.653765351460613,16.49030833147319,19.096714312370505,20.46068014996982,18.089130354790807,audio_899,2.0
-316.08306884765625,91.60509490966797,7.195705413818359,21.060394287109375,2.5790953636169434,-9.545270919799805,-4.637345314025879,2.471626043319702,-13.77248764038086,-14.54134464263916,2.1340649127960205,-1.816768765449524,-1.0242027044296265,0.4398851692676544,0.29905855655670166,0.21371515095233917,0.2860164940357208,0.42194461822509766,0.41010501980781555,0.31332167983055115,0.2331855446100235,0.2126735895872116,0.21239998936653137,0.3172401189804077,0.4647214114665985,25.71026262341799,16.65075285689182,21.01196852034807,19.66269765584714,20.778603456908396,20.74280649918507,19.20183678444822,audio_1277,2.5
-337.39776611328125,79.85083770751953,2.6516401767730713,26.076444625854492,-18.137544631958008,-3.8151729106903076,-5.543819427490234,-21.24827766418457,-7.979541778564453,-17.6301212310791,3.151794195175171,-9.656488418579102,-14.28166675567627,0.5328441858291626,0.4537907838821411,0.3694995939731598,0.31282785534858704,0.2912342846393585,0.28671756386756897,0.36334145069122314,0.4843965768814087,0.42805296182632446,0.38220417499542236,0.4097917377948761,0.5295423269271851,22.549856348813147,15.898694485071106,21.3210207642928,18.48061851958066,19.69090004550574,26.98235434734506,17.985368884721506,audio_649,2.5
-292.19622802734375,86.1126708984375,4.06238317489624,19.765653610229492,-9.5596342086792,4.940698146820068,-21.992286682128906,7.4807963371276855,-13.859389305114746,-8.217656135559082,-3.843006134033203,-13.207613945007324,-2.00742769241333,0.25852420926094055,0.2300204485654831,0.22737924754619598,0.26118049025535583,0.20665273070335388,0.18956705927848816,0.23436734080314636,0.36720266938209534,0.5100829005241394,0.5493653416633606,0.38054531812667847,0.29027822613716125,17.287674247405906,19.191333185766595,21.045208174380612,17.58464629497566,19.67110982061054,23.63369676862058,17.791899860785122,audio_701,2.0
-310.7031555175781,141.7126922607422,-10.190962791442871,4.427008152008057,13.407146453857422,-13.056093215942383,-15.41012954711914,-2.247788667678833,-11.709450721740723,-5.7107930183410645,1.1556329727172852,-2.605543375015259,-0.5510303378105164,0.3641938865184784,0.37116965651512146,0.27771812677383423,0.28742948174476624,0.36321279406547546,0.3059464693069458,0.2082851082086563,0.20734041929244995,0.30383628606796265,0.4121073782444,0.3516676127910614,0.2935815155506134,19.530540984034495,16.163741040271553,20.712674923300277,18.366620561439984,22.515074224634784,21.59028051220014,20.194753700550013,audio_763,2.5
-295.1212158203125,79.99393463134766,-8.323875427246094,0.22121168673038483,-17.288400650024414,-13.760970115661621,-17.764299392700195,-7.524134159088135,-4.235651969909668,-3.96124267578125,-7.403268337249756,-6.052881717681885,-8.866206169128418,0.38521045446395874,0.3734108805656433,0.31395405530929565,0.25241661071777344,0.24688099324703217,0.2884024679660797,0.3291321098804474,0.30191928148269653,0.2551293671131134,0.26903149485588074,0.3099612891674042,0.36152562499046326,15.76420543483306,16.628351544435233,19.43262641261837,19.154120830108145,21.083897659698366,24.685585758232687,20.598705078303617,audio_952,2.0
-305.0221252441406,50.249488830566406,5.245277404785156,18.210979461669922,-5.885660171508789,-13.798654556274414,-20.639423370361328,-12.634903907775879,-9.403666496276855,-10.572725296020508,-10.481532096862793,-3.8483004570007324,0.9476194977760315,0.3403875231742859,0.3360274136066437,0.2610935866832733,0.2204786092042923,0.2171151489019394,0.2171192616224289,0.26609891653060913,0.33053675293922424,0.41253864765167236,0.46390268206596375,0.44109663367271423,0.3765074908733368,15.801877193102468,17.396923175634534,21.687933886116546,18.1673744497698,20.113066245282074,22.211781936412667,18.708049414749816,audio_167,2.5
-360.5271301269531,49.513275146484375,-12.378488540649414,14.118443489074707,-18.467336654663086,-15.03477668762207,-14.451010704040527,-14.130887031555176,-6.719192981719971,-5.254324913024902,-10.141274452209473,-9.097630500793457,-0.9321605563163757,0.3815213441848755,0.4218379259109497,0.3565470576286316,0.2992743253707886,0.28224706649780273,0.3001915216445923,0.31836625933647156,0.2623498737812042,0.23959419131278992,0.2493109107017517,0.2509368360042572,0.3041585087776184,15.151041120940102,20.414682691976708,21.72589187194715,21.104708869128384,20.667334998764606,24.11645502991724,17.854867342986935,audio_708,2.0
-304.26239013671875,117.49887084960938,-21.33997344970703,17.276933670043945,1.2063699960708618,4.452331066131592,-2.609499216079712,-1.5478936433792114,-2.1292645931243896,6.623096942901611,1.843854546546936,-4.101635932922363,-5.7354655265808105,0.49554890394210815,0.443372517824173,0.4123574495315552,0.4300636351108551,0.45981359481811523,0.4234640896320343,0.44906458258628845,0.4597637951374054,0.4912051856517792,0.46921324729919434,0.42181748151779175,0.4422767460346222,19.07276016602504,14.396278557326534,16.786853495013762,16.39730999971175,18.36595810012902,20.20882476936663,18.057325969695242,audio_1245,2.0
-367.0605163574219,60.59441375732422,-11.585118293762207,3.3567028045654297,-14.066648483276367,-8.539502143859863,-13.927129745483398,-8.411380767822266,-5.614720821380615,-9.742979049682617,-9.947792053222656,-5.729869842529297,-5.644251823425293,0.44004157185554504,0.449034720659256,0.453926682472229,0.39109835028648376,0.3302210569381714,0.32675644755363464,0.3398124575614929,0.3628007471561432,0.350650429725647,0.3822705149650574,0.4121095836162567,0.45678433775901794,15.075953728810468,17.09452598090723,18.470747529893117,18.238459561982307,19.77185641355668,21.78368454630719,17.950994583153633,audio_812,2.0
-354.098388671875,70.66812133789062,30.728824615478516,13.111898422241211,8.341341018676758,0.9591692090034485,-5.067473411560059,-14.17574691772461,-12.444205284118652,-14.320080757141113,-2.9742672443389893,-1.4645851850509644,-5.753910541534424,0.3910757005214691,0.36805540323257446,0.28616881370544434,0.2963133752346039,0.2736459970474243,0.24162177741527557,0.22565168142318726,0.29483094811439514,0.35765954852104187,0.3926299214363098,0.4133508503437042,0.41828453540802,21.39573015876141,17.207544390406458,21.38794580221259,19.50738002758179,21.79833283137002,22.814600311928867,19.34257420355349,audio_76,2.5
-297.71978759765625,66.4393539428711,-14.261248588562012,16.763992309570312,-15.276524543762207,-8.055205345153809,-7.65132474899292,-29.197059631347656,-2.3561477661132812,-6.25206995010376,-0.37631285190582275,-0.10023584961891174,-17.098596572875977,0.34924912452697754,0.344006210565567,0.36898767948150635,0.43559953570365906,0.5012783408164978,0.47799617052078247,0.36257612705230713,0.31898626685142517,0.3372759521007538,0.3343726396560669,0.33227264881134033,0.3389592468738556,20.272868163416213,16.33776354863869,20.130045056551687,18.845997159186695,19.86296172038609,25.247845836959204,20.126503955743228,audio_1296,2.5
-349.2325134277344,103.41559600830078,26.6005802154541,33.028968811035156,10.680477142333984,-4.820606708526611,-3.3497116565704346,0.1792614459991455,-0.037734802812337875,-15.88510799407959,-7.8825273513793945,-5.34670877456665,-11.348966598510742,0.5285041332244873,0.4284052550792694,0.3513360619544983,0.3372392952442169,0.3012026250362396,0.2880597412586212,0.24951034784317017,0.2565334439277649,0.28555211424827576,0.28975310921669006,0.304761677980423,0.3907341957092285,20.865080626160317,16.346032673029832,19.173267979081512,18.119592567162346,21.02209006526354,21.420273692146345,19.259225170459736,audio_239,2.0
-323.4826965332031,133.72259521484375,3.5700666904449463,-4.369411945343018,9.849353790283203,-7.349039554595947,-10.751458168029785,-1.2691364288330078,-12.163982391357422,-5.71815299987793,2.6352598667144775,0.1292598694562912,2.1830458641052246,0.4911416172981262,0.44474926590919495,0.39929941296577454,0.3894919753074646,0.37695205211639404,0.28926822543144226,0.24822786450386047,0.27029910683631897,0.37804412841796875,0.4522952139377594,0.3987467885017395,0.3769744336605072,18.46791463773514,15.330827258454493,19.560489337606995,18.05735456554749,20.29803400983209,19.3862009982419,18.187858342457876,audio_668,2.5
-283.21453857421875,105.57992553710938,-0.20369872450828552,13.9036283493042,-11.929808616638184,8.306513786315918,-7.373035907745361,-2.2569539546966553,-12.680785179138184,-7.713422775268555,-10.208518028259277,-13.154719352722168,-2.4060120582580566,0.2438766211271286,0.24726243317127228,0.23091165721416473,0.1888345181941986,0.19685354828834534,0.2403355985879898,0.2689003050327301,0.2823009192943573,0.4319721758365631,0.636474072933197,0.43357720971107483,0.27751466631889343,16.67173432335417,18.060409493995067,19.876615386914878,18.253780351706258,20.000251430185294,23.860692333054484,17.94650447107543,audio_17,2.0
-298.5392150878906,81.16404724121094,-14.906064987182617,22.036022186279297,-3.428913116455078,-5.699546813964844,-4.821126461029053,-9.88752555847168,-12.102585792541504,-14.329651832580566,-8.876651763916016,-4.335577964782715,-10.823938369750977,0.43590474128723145,0.41516807675361633,0.3612804114818573,0.32659196853637695,0.2933274507522583,0.38104596734046936,0.40463361144065857,0.3784593939781189,0.36951935291290283,0.3758564889431,0.3512089252471924,0.33385640382766724,24.55614286786409,15.817679418271963,19.33532027715216,17.675194370797374,18.902170580690285,24.24805445448686,23.411648695715222,audio_289,2.5
-375.8868713378906,51.45273971557617,15.518508911132812,20.90983772277832,4.090253829956055,25.866697311401367,5.552362442016602,6.982275485992432,12.527446746826172,2.2910845279693604,-0.0665203407406807,-3.1092898845672607,4.2983293533325195,0.6026401519775391,0.6054913401603699,0.5863030552864075,0.5502321124076843,0.4563651382923126,0.40834593772888184,0.43705272674560547,0.48587316274642944,0.4752037823200226,0.48571324348449707,0.5491288900375366,0.596373975276947,19.775730478694044,15.437669901076035,18.016549082198786,20.031099621386296,19.96040590633151,34.39676516539099,13.590092280056599,audio_45,2.5
-326.5546569824219,88.29350280761719,2.0798420906066895,14.115399360656738,7.464972496032715,-12.690741539001465,-12.216450691223145,-7.671568393707275,-1.4935451745986938,0.11499868333339691,-5.522814750671387,-1.0615206956863403,-1.166974425315857,0.41117772459983826,0.38663145899772644,0.4813370108604431,0.41006574034690857,0.3134671151638031,0.25521373748779297,0.25134769082069397,0.3213781714439392,0.3416203260421753,0.3068855106830597,0.2519078254699707,0.30526575446128845,20.65105287171351,15.32564620019361,20.23323823274511,18.648724645396143,20.61848045134196,21.360949923485027,19.67897315217564,audio_657,2.0
-336.2500915527344,134.18783569335938,20.544179916381836,22.38368797302246,11.411734580993652,-2.1984121799468994,-5.7074875831604,-0.8380988240242004,-9.520376205444336,-8.235994338989258,-3.710592269897461,-1.4846545457839966,0.5661022067070007,0.47970816493034363,0.3800191879272461,0.24388986825942993,0.14425033330917358,0.10861806571483612,0.12729103863239288,0.21753516793251038,0.45302125811576843,0.33930039405822754,0.21117866039276123,0.22318442165851593,0.3750171363353729,21.313442430061286,18.329410328605015,21.65714090457855,19.00827078483463,20.19639255298157,16.374304647004788,15.626892086284819,audio_876,2.0
-507.2550354003906,38.17080307006836,30.077165603637695,23.229413986206055,18.835206985473633,15.428727149963379,12.081954002380371,9.1360502243042,6.808165550231934,5.284489154815674,3.9921200275421143,2.884746789932251,1.7330050468444824,0.3854484558105469,0.7416021227836609,0.6467422842979431,0.3370148539543152,0.3289928734302521,0.35664135217666626,0.2949053943157196,0.2917153537273407,0.2634420096874237,0.2562313675880432,0.2726534605026245,0.29721173644065857,21.9902853472664,14.706553345405023,15.500203541425847,15.753973555938359,15.86922959483274,20.302020673343566,13.576661250832993,audio_1069,2.0
-331.2634582519531,34.90867233276367,-3.6490211486816406,0.5511934161186218,-16.941953659057617,-14.51284408569336,-12.55400276184082,-14.949073791503906,-6.583324909210205,-8.968561172485352,-12.768599510192871,-7.406039714813232,-2.1955132484436035,0.3041403293609619,0.26813405752182007,0.2325078845024109,0.24694716930389404,0.34938016533851624,0.4737454056739807,0.4806635081768036,0.4035618305206299,0.39109718799591064,0.3771018385887146,0.33552297949790955,0.306908518075943,23.506901717899655,16.795410871043075,19.30510668458886,17.59766647887061,18.78649820723714,20.139835969655017,23.56891579057276,audio_1318,2.0
-331.1997375488281,66.8850326538086,15.116604804992676,6.073286056518555,-18.360027313232422,-2.7533886432647705,-8.1509428024292,-9.775967597961426,1.8619121313095093,-20.437774658203125,-1.6172720193862915,-5.364011287689209,-6.770617961883545,0.31647980213165283,0.3252582848072052,0.35022884607315063,0.3434418737888336,0.3213631808757782,0.24598856270313263,0.22517648339271545,0.2868458330631256,0.28374168276786804,0.28333914279937744,0.2906065881252289,0.3038199841976166,14.768194806602276,19.251779387802266,21.684017622116844,21.477710626187445,23.946639116943857,27.049000574178745,20.549094035504066,audio_832,2.0
-371.8877258300781,78.22103881835938,30.103744506835938,17.452320098876953,5.283746242523193,7.77518367767334,5.179858207702637,5.674033164978027,8.744890213012695,8.337834358215332,7.067134380340576,5.515233039855957,5.9504594802856445,0.5163158774375916,0.5199432969093323,0.4782543182373047,0.42243337631225586,0.4093203842639923,0.4394431710243225,0.48803263902664185,0.5064608454704285,0.5419657230377197,0.5890059471130371,0.5973637700080872,0.5620356798171997,19.068932757660694,14.08541160086355,16.917043473372132,20.650309223260304,19.21223541218445,28.10837207680292,13.573468822457633,audio_917,2.0
-372.3062438964844,68.67416381835938,-21.753915786743164,17.72256088256836,-21.350231170654297,-13.827836036682129,-14.837320327758789,-12.191662788391113,-4.0898919105529785,-9.535043716430664,-10.896379470825195,-6.862397193908691,-4.863189697265625,0.34692516922950745,0.3503075838088989,0.34142524003982544,0.2678346037864685,0.22036565840244293,0.27975529432296753,0.29760271310806274,0.21410806477069855,0.20677150785923004,0.23391202092170715,0.25344425439834595,0.2846582531929016,15.415677821938957,21.926212733669797,21.865113289782855,21.83382128774713,21.0096994576345,25.843929095726264,17.994921317168025,audio_802,2.0
-306.093994140625,85.64065551757812,13.965840339660645,16.939531326293945,25.49772834777832,9.394135475158691,-10.90606689453125,-17.40047264099121,-4.661273956298828,0.6320967078208923,-9.203770637512207,-7.126636981964111,4.473785400390625,0.5696513652801514,0.5311140418052673,0.3514789938926697,0.2466990351676941,0.20215286314487457,0.23611582815647125,0.302217960357666,0.2465515285730362,0.20744985342025757,0.23904269933700562,0.2840809226036072,0.40026795864105225,23.548252965207855,16.577826225422122,21.911619146872386,19.603714174005447,22.140127499127818,21.272246942579365,19.45809790941926,audio_275,2.0
